ID,Published_Grey,if_grey_Published,Author,YearPublication,Language,Title,Journal_Unpub,Volume_Pages,GoogleScholar,CAPES,Extra,is_seabird,MicroPlastic,YearSampleStart,YearSampleEnd,MonthsSampled,Lat,Long,BrazilianRegion1,BrazilianRegion2,BrazilianState1,BrazilianState2,BrazilianState3,MainSampledEnvironment,BrazilianBiome,MainBirdGroup,StudyAim,BirdCondition,SampleSize,NumOrders,NumFamilies,NumSpecies,Interaction,IngestionTechnique,CategorizationDebris,DataAnalysis,Model,O,FO,N,FN,M,S,V,Col,Pol,Men,Obs
50,published,NA,Rossi et al.,2019,en,First record of debris ingestion by the shorebird American Oystercatcher (Haematopus palliatus) on the southern coast of Brazil,Marine Pollution Bulletin,138:235-240,1,NA,NA,no,1,2007,2015,96,-30.76,-50.52,south,NA,RS,NA,NA,sea,coastalMarine,coastal,stomachContent_diet,dead,24,1,1,1,ingestion,stomachContent,1,FO_N_M_S_Col,0,0,1,1,0,1,1,0,1,0,0,
51,published,NA,Silva et al.,2019,pt,"Composicao, ameacas e conservacao da avifauna em um estuario sob pressao antropica no nordeste brasileiro",Atualidades Ornitologicas,212:33-40,1,NA,NA,no,0,2013,2014,12,-8.05,-34.96,northeast,NA,PE,NA,NA,mangrove,AtlanticForest,continental_coastal,occasionalReport,alive,NA,3,4,7,other,NA,0,Men,0,0,0,0,0,0,0,0,0,0,1,"Authors describe fishing attempts from Common Terns (Sterna hirundo) and Ringed Kingfishers (Megaceryle torquata) on plastic bags. They also present pictures on their Fig. 3 on waterbirds feeding among huge amounts of rubish/plastics – in their Fig. 3, “F” they identified as ‘Bulbucus ibis’, whereas the correct identification is ‘Nyctanassa violacea’."
52,published,NA,Brentano et al.,2020,en,Incidence of anthropogenic material in Sula leucogaster nests in a distant archipelago of Brazil,Marine Pollution Bulletin,151:110815,1,NA,NA,yes,0,2015,2016,2,0.9,-29.34,northeast,NA,RN,NA,NA,sea,coastalMarine,oceanic,plasticInteraction,alive,296,1,1,1,nest,NA,1,FO_N_Col,0,0,1,1,0,0,0,0,1,0,0,SampleSize = number of nests searched for plastic occurrence.
53,published,NA,Paula et al.,2020,en,Host-parasite relationship in Magellanic Penguins (Spheniscus magellanicus) during their long northward journey to the Brazilian coast,Polar Biology,43:1261-1272,NA,NA,1,yes,0,2013,2014,6,-29.97,-50.11,south,NA,RS,NA,NA,sea,coastalMarine,coastal,naturalHistory,dead,63,1,1,1,ingestion,stomachContent,0,FO,0,0,1,0,0,0,0,0,0,0,0,
54,grey,no,"Schloemp, EL",1995,pt,"Estudo da dinamica de um ninhal de garças (Ardeidae) e biguas (Phalacrocoracidae) na Reserva do Instituto de Botanica, Sao Paulo-SP",Ph.D.,NA,NA,NA,NA,no,0,1991,NA,NA,-23.63,-46.62,southeast,NA,SP,NA,NA,freshwater,AtlanticForest,continental,breeding,alive,NA,2,2,3,nest,NA,0,Men,0,0,0,0,0,0,0,0,0,0,1,
55,grey,yes,"Colabuono, FI",2005,pt,Ecologia alimentar dos albatrozes Thalassarche melanophris e T. chlororhynchos e dos petreis Procellaria aequinoctialis e P. conspicillata a no sul do Brasil,M.Sc.,NA,1,NA,NA,yes,0,1994,2004,120,NA,NA,south,NA,RS,NA,NA,sea,coastalMarine,oceanic,stomachContent_diet,dead,126,1,2,4,ingestion,stomachContent,1,FO_N,0,0,1,1,0,0,0,0,0,0,0,Original study that is published in Colabuono & Vooren 2007 (Marine Ornithology) (ID 19).
56,grey,no,"Pelanda, AA",2007,pt,Impactos humanos sobre as aves associadas a ecossistemas marinhos na costa paranaense,B.Sc.,NA,1,,NA,yes,0,2006,2007,11,-25.59,-48.37,south,NA,PR,NA,NA,sea,coastalMarine,coastal_oceanic,humanInteractions,alive_dead,57,4,5,10,ingestion_entanglement,stomachContent,1,O_FO_Col,0,1,1,0,0,0,0,0,1,0,0,"SampleSize and the Taxonomy account refeers to the number of necropsied birds for stomach contents. The author reports a Magellanic Penguin entangled in a fishing net (including a photo), and mention other 'coastal birds' with nylon on their bodies, but without any other information (number, species, etc.). "
57,grey,yes,"Colabuono, FI",2011,pt,Poluentes organicos persistentes e ingestao de plasticos em albatrozes e petreis (Procellariiformes),Ph.D.,NA,1,,NA,yes,0,1991,2008,204,NA,NA,south,NA,RS,SC,NA,sea,coastalMarine,oceanic,plasticInteraction,dead,94,1,2,8,ingestion,stomachContent,1,FO_FN,0,0,1,0,0,0,0,0,0,0,0,MonthsSampled = number of years*12. Third chapter of the thesis was used to assign the data – it was also published in Colabuono et al. 2010 (Marine Pollution Bulletin) (ID 28).
58,grey,no,"Philippsen, M",2012,pt,Avaliacao do uso de um deposito sedimentar pela avifauna em um sistema estuarino-lagunar no sul do Brasil,B.Sc.,NA,NA,NA,1,no,0,2011,2012,6,-29.98,-50.15,south,NA,RS,NA,NA,estuary,coastalMarine,coastal,naturalHistory,alive,NA,NA,NA,NA,nest,NA,0,Men,0,0,0,0,0,0,0,0,0,0,1,Photograph showing a piece of hard plastic (blue) used to build an ‘Haematopus palliatus’ nest (Figure 6).
59,grey,no,"Perez, MS",2012,pt,"Analise do conteudo do trato digestorio de Puffinus puffinus (Brunnich, 1764) (Procellariiformes), no litoral norte e medio leste do Rio Grande do Sul, Brasil",B.Sc.,NA,1,,NA,yes,0,2009,2011,29,-29.97,-50.11,south,NA,RS,NA,NA,sea,coastalMarine,oceanic,stomachContent_diet,dead,52,1,1,1,ingestion,stomachContent,1,FO_N_Col,0,0,1,1,0,0,0,0,1,0,0,"MonthsSampled = 29, accounting for 29 beach surveys."
60,grey,no,"Geeverghese, C",2013,pt,Reabilitacao de pinguins de Magalhaes (Spheniscus magellanicus) naufragados nas praias do litoral do Brasil: uma revisao da literatura,B.Sc.,NA,NA,NA,1,yes,0,2013,NA,1,-32.02,-52.1,south,NA,RS,NA,NA,sea,coastalMarine,coastal,occasionalReport,alive,1,1,1,1,entanglement,NA,0,Men,0,0,0,0,0,0,0,0,0,0,1,"Altought this study is a literature review, on the last section the author provide two study cases from penguin rehabilitations. The second case reports a penguin with a tamper-evident band (bottle cap ring) entagled on the penguins’ neck and bill. Latitude and Longitude from ‘Centro de Recuperacao de Animais Marinhos’ (CRAM) in Rio Grande municipality."
61,grey,no,"Silva, PM",2013,pt,"Conteudo gastrointestinal do pinguim-de-Magalhaes (Spheniscus magellanicus) no litoral do Rio Grande do Sul, Brasil: analise dos itens alimentares e residuos polimericos",B.Sc.,NA,1,NA,NA,yes,0,2010,2012,36,-29.97,-50.11,south,NA,RS,NA,NA,sea,coastalMarine,coastal,stomachContent_diet,dead,73,1,1,1,ingestion,stomachContent,1,FO_N_M_Pol,0,0,1,1,0,1,0,0,0,1,0,
62,grey,no,"Miotto, ML",2015,pt,Aspectos alimentares da gaivota Larus dominicanus: variacao sazonal e influencia do defeso,M.Sc.,NA,NA,NA,1,yes,0,2011,2012,12,-25.6,-48.39,south,NA,PR,NA,NA,sea,coastalMarine,coastal,stomachContent_diet,alive,120,1,1,1,ingestion,pellet,1,O,0,1,0,0,0,0,0,0,0,0,0,
63,grey,no,"Noguchi, RG",2015,pt,"Reproducao de ardeideos em uma area periurbana no municipio de Cananeia, sul do estado de Sao Paulo",M.Sc.,NA,NA,NA,1,no,0,2013,2014,5,-25.01,-47.93,southeast,NA,SP,NA,NA,estuary,coastalMarine,continental,breeding,alive,NA,1,1,5,other,NA,0,Men,0,0,0,0,0,0,0,0,0,0,1,The author describes Little Blue Heron (Egretta caerulea) chicks ‘playing’ with rubbish “such as plastics” (p. 40).
64,grey,no,"Bezerra, AG",2016,pt,Residuos solidos ingeridos por tetrapodes marinhos encalhados no litoral norte de Santa Catarina – Brasil,B.Sc.,NA,NA,NA,1,yes,,2015,2016,12,-26.23,-48.5,south,NA,SC,NA,NA,sea,coastalMarine,coastal_oceanic,plasticInteraction,dead,175,5,11,21,ingestion,stomachContent,1,FO,0,0,1,0,0,0,0,0,0,0,0,
65,grey,no,"Fernandez, CN",2016,pt,"Ecologia alimentar de saracurucu, Aramides ypecaha, no bioma Pampa",B.Sc.,NA,NA,NA,1,no,0,1999,2016,213,-32.77,-52.65,south,NA,RS,NA,NA,freshwater,Pampas,continental,stomachContent_diet,dead,41,1,1,1,ingestion,stomachContent,0,O,0,1,0,0,0,0,0,0,0,0,0,"Latitude and Longitude placed between Mangueira and Mirim Lagoons, in the BR 471 highway, where most of the sample came from (n = 34)."
65a,extra_latlon_grey,no,"Fernandez, CN",2016,NA,"Ecologia alimentar de saracurucu, Aramides ypecaha, no bioma Pampa",B.Sc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.24,-54.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID 65a is only used for mapping purposes; the B.Sc. information is in the line above (ID 65). Latitude and Longitude located next to Rosario do Sul municipality, representing the ‘continental’ sample of this study (n = 7)."
66,grey,no,"Haubert, G",2016,pt,"Dieta e sobreposicao de nicho trofico entre duas especies simpatricas de albatrozes (Thalassarche spp.), no limite norte da Convergencia Subtropical, sul do Brasil",B.Sc.,NA,1,NA,NA,yes,0,2009,2014,56,-29.97,-50.11,south,NA,RS,NA,NA,sea,coastalMarine,oceanic,stomachContent_diet,dead,42,1,1,2,ingestion,stomachContent,1,FO_N,0,0,1,1,0,0,0,0,0,0,0,
67,grey,yes,"Mariani, DB",2016,pt,Causas de encalhes de aves marinhas no nordeste do Brasil,M.Sc.,NA,1,NA,NA,yes,0,2012,2014,27,NA,NA,northeast,NA,BA,SE,AL,sea,coastalMarine,oceanic,occasionalReport,dead,163,NA,NA,NA,ingestion_entanglement,stomachContent,0,FO,0,0,1,0,0,0,0,0,0,0,0,"Taxonomy assigned as NA because author just mention the number of carcasses that ingested plastic, but no other information. Published in Mariani et al. 2019 (Pesquisa Veterinaria Brasileira) (ID 48)."
68,grey,partial,"Perez, MS",2016,pt,"Conteudo gastrointestinal de petreis (Aves: Procellariiformes) no litoral do Rio Grande do Sul, Brasil: analise dos itens alimentares e residuos polimericos",M.Sc.,NA,1,NA,NA,yes,0,2009,2015,68,-29.97,-50.11,south,NA,RS,NA,NA,sea,coastalMarine,oceanic,plasticInteraction,dead,148,1,1,4,ingestion,stomachContent,1,FO_FN_Pol,0,0,1,0,1,0,0,0,0,1,0,"Atlantic Petrel (Pterodroma incerta) specimens were collected punctually, after the Hurricane Catarina, in March 2004. Atlantic Petrel results partially published in Perez et al. 2019 (Marine Ornithology) (ID 49)."
69,grey,no,"Cabral, RBG",2016,pt,"Biologia reprodutiva de Ardeidae em uma colonia no manguezal da Baia de Sepetiba, Rio de Janeiro",M.Sc.,NA,NA,NA,1,no,0,2014,2015,4,-22.9,-43.84,southeast,NA,RJ,NA,NA,mangrove,coastalMarine,continental,breeding,alive,NA,1,1,3,nest,NA,0,FO,0,0,1,0,0,0,0,0,0,0,0,"We assumed that the three analysed species used nylon to build their nests, as per the author’s statment (p.11)."
70,grey,no,"Grose, AV",2016,pt,"O guara Eudocimus ruber (Aves: Threskiornithidae) no estuario da Baia da Babitonga, litoral norte de Santa Catarina: repovoamento, distribuicao e biologia",Ph.D.,NA,NA,NA,1,no,0,2012,2014,36,-26.29,-48.78,south,NA,SC,NA,NA,estuary,coastalMarine,continental,breeding,alive,NA,1,1,1,ingestion_entanglement,observation,0,Men,0,0,0,0,0,0,0,0,0,0,1,
71,grey,no,"Wartchow, BS",2017,pt,Pesquisa de parasitoides gastrointestinais em aves marinhas e migratorias do litoral do Rio Grande do Sul,B.Sc.,NA,1,NA,NA,yes,0,2017,2017,3,-30.76,-50.52,south,NA,RS,NA,NA,sea,coastalMarine,coastal_oceanic,naturalHistory,dead,34,4,4,6,ingestion,stomachContent,1,O_Pol,0,1,0,0,0,0,0,0,0,1,0,
72,grey,no,"Winter, BE",2017,pt,"Ecologia reprodutiva e dieta de Egretta caerulea (Pelecaniformes: Ardeidae) no ninhal da Ilha Jarivatuba, Baia da Babitonga, Santa Catarina",M.Sc.,NA,NA,NA,1,no,0,2015,2016,7,-26.3,-48.79,south,NA,SC,NA,NA,estuary,coastalMarine,continental,breeding_diet,alive,19,1,1,1,ingestion,pellet,0,Men,0,0,0,0,0,0,0,0,0,0,1,"SampleSize = number of nests sampled; Interaction assumed to be ‘ingestion’ by us, as it is not clear in the original text."
73,grey,no,"Klug, JE",2017,pt,"Habito alimentar de Nyctanassa violacea (Linnaeus, 1758) (Pelecaniformes, Ardeidae), durante o periodo reprodutivo, na Ilha Jarivatuba, Baia Babitonga, SC",M.Sc.,NA,NA,NA,1,no,0,2015,2016,6,-26.3,-48.79,south,NA,SC,NA,NA,estuary,coastalMarine,continental,stomachContent_diet,alive,10,1,1,1,ingestion,pellet,0,Men,0,0,0,0,0,0,0,0,0,0,1,SampleSize = number of nests sampled.
74,grey,no,"Fink, D",2018,pt,"Aspectos reprodutivos, alimentares e zoonoticos do guara (Eudocimus ruber) (Pelecaniformes, Threskiornithidae) na Baia Babitonga, Santa Catarina",Ph.D.,NA,NA,NA,1,no,0,2015,2017,14,-26.3,-48.79,south,NA,SC,NA,NA,estuary,coastalMarine,continental,breeding_diet,alive,22,1,1,1,ingestion,pellet,1,N,0,0,0,1,0,0,0,0,0,0,0,SampleSize = number of nests sampled.
75,grey,no,"Bopp, TR",2019,pt,Tetrapodes marinhos no sul do Brasil: uma analise construtiva sobre os bancos de dados oriundos das atividades do PMP-BS na regiao centro-sul de Santa Catarina entre 2015 e 2017,M.Sc.,NA,NA,NA,1,no,0,2015,2017,28,-28.02,-48.62,south,NA,SC,NA,NA,sea,coastalMarine,coastal_oceanic,naturalHistory,dead,NA,NA,NA,NA,entanglement,NA,0,Men,0,0,0,0,0,0,0,0,0,0,1,Latitude and Longitude located at Garopaba municipality. Taxonomy not computed as the author just shown an occasional report in his Figure 3 (p. 8).
76,published,NA,Di Beneditto & Siciliano,2021,pt,"Itens alimentares, parasitas e plasticos: notas sobre o conteudo estomacal de aves marinhas no Rio de Janeiro",Brazilian Journal of Development,7:73015-73024,1,NA,NA,yes,0,2009,2010,12,-22.85,-41.98,southeast,NA,RJ,NA,NA,sea,coastalMarine,coastal_oceanic,stomachContent_diet,dead,10,2,2,5,ingestion,stomachContent,0,O_N,0,1,0,1,0,0,0,0,0,0,0,We have placed Latitude and Longitude in RJ state based on Cabo Frio municipality.
77,grey,yes,"Naves, LC",1999,pt,Ecologia alimentar do talha-mar Rhynchops nigra (Aves: Rhynchopidae) na desembocadura da Lagoa dos Patos,M.Sc.,NA,NA,NA,1,no,0,1997,1998,12,-32.13,-52.08,south,NA,RS,NA,NA,estuary_sea,coastalMarine,coastal_oceanic,stomachContent_diet,alive,489,1,1,1,ingestion,pellet_faeces,0,FO,0,0,1,0,0,0,0,0,0,0,0,"Published in Naves & Vooren 2006 (Waterbirds). “Fragmentos de material sintético persistente com tamanho da ordem de milimetros, como fibras e outros pequenos pedaços de plastico tiveram frequencia de ocorrencia de 6,7%” (p.46) - possible microplastic fragments?"
78,published,NA,Ewbank et al.,2020,en,Postmortem findings in Magellanic penguins (Spheniscus magellanicus) caught in a drift gillnet,BMC Veterinary Research,16:153,NA,NA,1,yes,0,2016,2016,1,-27.43,-48.38,south,NA,SC,NA,NA,sea,coastalMarine,coastal,humanInteractions,dead,20,1,1,1,ingestion,stomachContent,1,O_FO,0,1,1,0,0,0,0,0,0,0,0, 
79,published,NA,Vanstreels et al.,2021,en,"Ingestion of plastics and other debris by coastal and pelagic birds along the coast of Espírito Santo, Eastern Brazil",Marine Pollution Bulletin,173:113046,NA,NA,1,yes,1,2019,2021,26,-19.82,-40.05,southeast,NA,ES,NA,NA,freshwater_estuary_sea,coastalMarine,coastal_oceanic,plasticInteraction,dead,126,7,13,19,ingestion,stomachContent,1,Model_O_FO_N_FN_M_S_Col,1,1,1,1,1,1,1,0,1,0,0,"Latitude and Longitude located at municipality of Barra do Riacho, which is roughly in the center of Espirito Santo state. Authors also classified debris based on shape. "
80,published,NA,Gallo-Neto et al.,2021,en,"Mortality of a juvenile Magellanic penguin (Spheniscus magellanicus, Spheniscidae) associated with the ingestion of a PFF-2 protective mask during the Covid-19 pandemic",Marine Pollution Bulletin,166:112232,NA,NA,1,yes,0,2020,2020,10,-23.76,-45.73,southeast,NA,SP,NA,NA,sea,coastalMarine,coastal,plasticInteraction,dead,470,1,1,1,ingestion,stomachContent,0,FO,0,0,1,0,0,0,0,0,0,0,0,"Latitude and Longitude located at Juquehy beach, which is the main case reported in this study (the individual that ingested a PFF face mask). 3M PFF facemasks are made out of synthetic material, thus assumed here as plastic interaction."
81,grey,no,"Ruiz, CMV",2008,es,El Pinguino de Magallanes (Spheniscus magellanicus) como indicador de calidad en salud ambiental: un estudio comparativo ecotoxicologico y de historia natural,M.Sc.,NA,NA,NA,1,yes,0,2006,2007,NA,-22.85,-41.98,southeast,south,RJ,RS,NA,sea,coastalMarine,coastal,humanInteractions,dead,35,1,1,1,ingestion,stomachContent,0,FO_S,0,0,1,0,0,0,1,0,0,0,0,"SampleSize = number of birds that had the stomach contents analysed, just from RJ State. We have placed Latitude and Longitude in RJ state based on Cabo Frio municipality, whereas in RS state we located in in front of Cidreira beach (ID 31a used for this purpose)."
81a,extra_latlon_grey,no,"Ruiz, CMV",2008,NA,El Pinguino de Magallanes (Spheniscus magellanicus) como indicador de calidad en salud ambiental: un estudio comparativo ecotoxicologico y de historia natural,M.Sc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.17,-50.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ID 81a is only used for mapping purposes. The paper information is in the line above (ID 81). 
82,grey,no,"Silva, IG",2010,pt,"Ingestao dos residuos solidos pelo pinguim-de-Magalhaes (Spheniscus magellanicus) no litoral norte do Rio Grande do Sul, Brasil",B.Sc.,NA,NA,NA,1,yes,0,2009,2010,10,-29.97,-50.11,south,NA,RS,NA,NA,sea,coastalMarine,coastal,plasticInteraction,dead,41,1,1,1,ingestion,stomachContent,1,FO_FN_M_S_V,0,0,1,0,1,1,0,1,1,0,0,"Altought in the authors mention that they measured the debris, they did not present the data. Therefore we did not considered it."
83,grey,no,"Fedrizzi, CE",2008,pt,"Distribuicao, abundancia e ecologia alimentar de aves limicolas (Charadriiformes: Charadrii e Scolopaci) na zona costeira do Rio Grande do Sul, Brasil",Ph.D.,NA,NA,NA,1,no,0,2005,2006,8,-31.29,-50.97,south,NA,RS,NA,NA,estuary_sea,coastalMarine,coastal,stomachContent_diet,alive,113,1,1,1,ingestion,pellet,0,FO_N,0,0,1,1,0,0,0,0,0,0,0,"All data is related to the chapter 3, about ‘Haematopus palliatus’ diet."
84,grey,yes,"Silva-Costa, A",2012,pt,Ecologia alimentar e deslocamento do gaivotao (Larus dominicanus) na planicie costeira do Rio Grande do Sul,M.Sc.,NA,NA,NA,1,yes,0,2010,2011,6,-32.57,-52.5,south,NA,RS,NA,NA,freshwater_sea,coastalMarine,coastal,stomachContent_diet,alive,415,1,1,1,ingestion,pellet,0,O_FO,0,1,1,0,0,0,0,0,0,0,0,Published in Silva-Costa & Bugoni 2013 (Aquatic Ecology) (ID 35).
85,grey,yes,"Marques, FP",2017,pt,Ecologia trofica do pinguim-de-Magalhaes (Spheniscus magellanicus) no sul do Brasil,M.Sc.,NA,NA,NA,1,yes,0,2013,2015,12,-32.13,-52.08,south,NA,RS,NA,NA,sea,coastalMarine,coastal,stomachContent_diet,dead,41,1,1,1,ingestion,stomachContent,1,O_FO_N,0,1,1,1,0,0,0,0,0,0,0,"Published in Marques et al 2018 (Estuarine, Coastal and Shelf Science) (ID 47)."
86,published,NA,Rubock et al.,2022,en,Birds of a feather eat plastic together: high levels of plastic ingestion in Great Shearwater adults and juveniles across their annual migratory cycle,Frontiers in Marine Science,8:719721,NA,NA,1,yes,,2019,2019,NA,-32.13,-52.08,south,NA,RS,NA,NA,sea,coastalMarine,oceanic,stomachContent_diet,dead,13,1,1,1,ingestion,stomachContent,1,FO_N_M_S,0,0,1,1,0,1,1,0,0,0,0,Data based only on the Brazilian sample. 
87,grey,yes,"Krul, R",1999,pt,Interacao de aves marinhas com a pesca de camarao no litoral paranaense,M.Sc.,NA,NA,NA,1,yes,0,1995,1996,6,-25.62,-48.38,south,NA,PR,NA,NA,sea,coastalMarine,coastal,breeding_diet,alive,NA,2,3,3,nest,NA,0,Men,0,0,0,0,0,0,0,0,0,0,1,"Data pooled with more samples and published in Krul 2004 (ID 14). No plastics mentioned in the chapter about diet, so we did not consider it. In the chapter 4, about breeding characteristics, we did not consider ‘Sterna hirundinacea’, as the author provide too brief description; the author does not provide sample size for his nest composition descriptions, so we assign “NA” to information regarding sample size."
88,grey,yes,"Barbosa-Filho, RC",2004,pt,"Abundancia, estrutura etaria e reproducao do atoba-marrom (Sula leucogaster) no Arquipelago de Sao Pedro e Sao Paulo – Brasil",M.Sc.,NA,NA,NA,1,yes,0,2001,2002,6,0.9,-29.34,northeast,NA,PE,NA,NA,sea,coastalMarine,oceanic,breeding,alive,89,1,1,1,nest,NA,0,Men,0,0,0,0,0,0,0,0,0,0,1,Published in Barbosa-Filho & Vooren 2009 (ID 24). Data based on section 4.5 of the thesis (p. 81). SampleSize equals the number of nest which the researcher were able to do the nest measurements.
89,grey,no,"Carvalho, RI",2006,pt,"Ecologia da reproducao do trinta-reis-de-bico-vermelho (Sterna hirundinacea) (Aves – Laridae) na Ilha Deserta – Reserva Biologica do Arvoredo, Santa Catarina – Brasil",B.Sc.,NA,NA,NA,1,yes,0,2006,2006,5,-27.27,-48.35,south,NA,SC,NA,NA,sea,coastalMarine,coastal,breeding,alive,NA,1,1,1,nest,NA,0,Men,0,0,0,0,0,0,0,0,0,0,1,"Although the authors have published the breeding aspects and mentioned the amount of litter (including plastics) on the surroundings of the terns’ colony, they did not mention the use of plastics as nest material (see Hogan et al 2010 Rev Bras Ornitol 18:207–215) – which they do in the Honours thesis (p. 15). Therefore, we kept this reference as ‘unpublished’."
90,grey,no,"Araujo, TRA",2012,pt,Analise da dieta de pinguim-de-Magalhaes (Spheniscus magellanicus) no litoral norte de Santa Catarina,B.Sc.,NA,NA,NA,1,yes,0,2006,2011,NA,-26.23,-48.5,south,NA,SC,NA,NA,sea,coastalMarine,coastal,stomachContent_diet,dead,18,1,1,1,ingestion,stomachContent,0,Men,0,0,0,0,0,0,0,0,0,0,1,
91,published,NA,Lima et al.,2017,pt,"Aves marinhas da regiao centro-norte fluminense: riqueza, composicao, distribuicao, sazonalidade e conservacao",Book chapter – in Reis & Curbelo-Fernandez (Eds.),"Chapter 7, p. 161-187",NA,NA,1,yes,0,2009,2010,12,-22.85,-41.98,southeast,NA,RJ,NA,NA,sea,coastalMarine,coastal_oceanic,occasionalReport,alive_dead,NA,NA,NA,NA,entanglement,NA,0,Men,0,0,0,0,0,0,0,0,0,0,1,Taxonomy not computed as the author just mention an occasional report of entanglement. ISBN 978-85-352-7661-9
92,grey,no,"Zarzur, S",1995,pt,"Alimentacao e ingestao de plasticos nos Procellariiformes (albatrozes e petreis) encontrados na Praia do Cassino, Rio Grande, RS",B.Sc.,NA,NA,NA,1,yes,0,1982,1995,NA,-32.13,-52.08,south,NA,RS,NA,NA,sea,coastalMarine,oceanic,plasticInteraction,dead,139,1,2,15,ingestion,stomachContent,1,O_FO_N_S_Col,0,1,1,1,0,0,1,0,1,0,0,"The authors provide number of pieces per species. Noteworthy, they also report range for Number and Size."
93,grey,no,"Kohlrausch, AB",2003,pt,"Biologia reprodutiva, comportamento e ecologia de atobas (Sulidae): implicacoes para a evolucao do dimorfismo sexual no tamanho",Ph.D.,NA,NA,NA,1,yes,0,1999,2002,6,0.9,-29.34,northeast,NA,PE,RN,NA,sea,coastalMarine,oceanic,breeding,alive,858,1,1,2,nest,NA,0,Men,0,0,0,0,0,0,0,0,0,0,1,"The authors mention the use of anthropic material as nest material in Chapter 2, Table 1 (p. 37). SampleSize equals to all nest investigated (based o Ch. 2, Table 1)."
93a,extra_latlon_grey,no,"Kohlrausch, AB",2003,NA,"Biologia reprodutiva, comportamento e ecologia de atobas (Sulidae): implicacoes para a evolucao do dimorfismo sexual no tamanho",Ph.D.,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.86,-33.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ID 93a is only used for mapping purposes. The thesis information is in the line above (ID 93). 
94,published,NA,Soares & Schiefler,1995,pt,"Reproducao de Larus dominicanus (Aves, Laridae), na Ilhota da Galheta, Laguna, SC, Brasil",Arquivos de Biologia e Tecnologia,38:313-316,NA,NA,1,yes,0,1992,1993,12,-28.54,-48.76,south,NA,SC,NA,NA,sea,coastalMarine,coastal,breeding,alive,107,1,1,1,nest,NA,0,Men,0,0,0,0,0,0,0,0,0,0,1,"The authors mention ""a piece of shoelace"" in a nest, which we considered valid. By the '90s, shoelaces could be made of synthetic material and/or, at least, the tip of the shoelace could have been made out of plastic. SampleSize defined as the maximum nests recorded at once, therefore subestimated (the authors do not report sample size, as it’s just a mention on nest materials)."
95,published,NA,Nascimento et al.,2022,pt,"Prevalencia e tipos de plasticos em albatrozes e petreis (Aves: Procellariiformes): recorte espacial da costa sudeste e sul do Brasil, de 2015 a 2019",Biodiversidade Brasileira,12:15-24,NA,NA,1,yes,1,2015,2019,NA,-27.6,-48.43,south,NA,SC,NA,NA,sea,coastalMarine,oceanic,plasticInteraction,dead,,1,3,9,ingestion,stomachContent,1,FO_S,0,0,1,0,0,0,1,0,0,0,0,
95a,extra_latlon_pub,NA,Nascimento et al.,2022,NA,"Prevalencia e tipos de plasticos em albatrozes e petreis (Aves: Procellariiformes): recorte espacial da costa sudeste e sul do Brasil, de 2015 a 2019",Biodiversidade Brasileira,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.76,-48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ID 95a is only used for mapping purposes. The paper information is in the line above (ID 95). We used the same offshore point already picked up before as consistency, given that the longline fleet is the same."
96,published,NA,Costa et al.,2022,en,Comparing photography and collection methods to sample litter in seabird nests in a coastal archipelago in the Southwest Atlantic,Marine Pollution Bulletin,175:113357,NA,NA,1,yes,0,2018,2018,9,-22.41,-41.7,southeast,NA,RJ,NA,NA,sea,coastalMarine,coastal,plasticInteraction,alive,195,1,1,1,nest,NA,1,,0,0,1,1,0,0,0,0,1,0,0,
97,published,NA,Bege & Pauli,1989,pt,"As aves nas ilhas de Santa Catarina—aspectos da ecologia, etologia e anilhamento de aves marinhas",Book,NA,NA,NA,1,yes,0,1981,1989,14,-27.85,-48.43,south,NA,SC,NA,NA,sea,coastalMarine,coastal,naturalHistory,alive,NA,NA,NA,NA,nest,NA,NA,Men,0,0,0,0,0,0,0,0,0,0,1,"As this study is sort of an ‘species account’, and they just mentioned the use of plastic by birds, we did not consider aspects of ‘taxonomy’ (analysed/not analysed). “Muitas vezes sao encontradas, nas proximidades dos ninhos, fios de nylon e pequenos frascos plasticos, provavelmente recolhidos da superficie do mar’ (pp. 40 – Fregata magnificens)."
